task,arc_id,requested,generated,both_correct,base_only,donor_only,both_wrong_same,both_wrong_diff,base_runtime,donor_runtime,both_runtime,oversize_skipped,generator_failures,net_correct,classification,first_issue,issue_indices
task219,90f3ed37,1024,1024,594,0,0,430,0,0,0,0,0,0,0,no-regression,"example 2: both wrong same, differ by 12 cells","[2, 3, 11, 12, 13, 15, 17, 19, 24, 29, 34, 36, 39, 40, 41, 43, 45, 46, 49, 50, 51, 53, 56, 61, 62, 64, 65, 66, 68, 75, 77, 79, 81, 83, 84, 85, 86, 90, 92, 93, 95, 100, 108, 111, 112, 114, 117, 119, 125, 126]"
