task,arc_id,requested,generated,both_correct,base_only,donor_only,both_wrong_same,both_wrong_diff,base_runtime,donor_runtime,both_runtime,oversize_skipped,generator_failures,net_correct,classification,first_issue,issue_indices
task118,50846271,512,512,436,37,1,15,23,0,0,0,0,0,-36,net-negative-risk,"example 2: both wrong diff, base=16 donor=10","[2, 5, 12, 15, 19, 26, 28, 30, 45, 51, 53, 56, 60, 67, 73, 82, 96, 100, 105, 111, 112, 141, 143, 144, 153, 157, 160, 169, 170, 175, 183, 197, 199, 201, 203, 204, 205, 206, 210, 215, 219, 228, 238, 245, 248, 256, 270, 292, 303, 307]"
task158,6aa20dc0,512,512,398,112,0,0,2,0,0,0,0,0,-112,net-negative-risk,"example 1: base-only correct, donor differs by 558 cells","[1, 4, 6, 28, 32, 33, 37, 45, 46, 47, 48, 64, 66, 67, 70, 71, 76, 90, 91, 94, 98, 100, 104, 105, 116, 120, 135, 139, 141, 142, 143, 155, 159, 168, 172, 173, 176, 180, 184, 187, 190, 204, 217, 235, 237, 238, 239, 240, 241, 246]"
task171,6f8cd79b,512,512,512,0,0,0,0,0,0,0,0,0,0,no-regression,,[]
task354,ddf7fa4f,512,512,512,0,0,0,0,0,0,0,0,0,0,no-regression,,[]
