base_bytes,base_cost,base_error,base_memory,base_params,base_points,base_sha256,byte_delta,classification,cost_delta,different,donor_bytes,donor_cost,donor_error,donor_memory,donor_params,donor_points,donor_sha256,point_delta,task
5441,2605,,1614,991,17.13481204581253,7777f23dab5093788a4a4a7e236494afd8e1e71e83a8a05f4a1b505e93d4de68,-725,cost-positive,-147,True,4716,2458,,1498,960,17.19289670987402,802856aaa8c6de3cc437bfabfdd912fcfdd9276607216b5954fdc899b2cdb268,0.05808466406148938,task222
5447,2974,,2920,54,17.0023368729799,08abc9dbf35d997beba3d9319692186df9a34df1dc8f7a70c542cb9db1584186,134,cost-positive,-165,True,5581,2809,,2752,57,17.059416172895755,b65ef965a5d20408d00813872a62fa7a5690a9b55ac56edcc92acb64650b2321,0.057079299915855586,task268
1504,2113,,2055,58,17.344135982383943,989c4fd9722c3cc5525b2790dbdc668e52e2bc959654065b45f5c98e120c6c2d,-104,cost-positive,-112,True,1400,2001,,1930,71,17.39859766541627,a6d22d007d28446ca69b0abca0dd031283f313743cce7b37444a1c612c2f1160,0.05446168303232568,task256
396,135,,120,15,20.09472522156157,cb1fe3c729a0c45639b73d21310c33c9f8bb7ed6beebd48151601acf11ee1d65,386,cost-positive,-6,True,782,129,,0,129,20.140187595638327,9652e403775bb3242c2771b7c0fe617646621cf47f8fcdd6e804602d50279662,0.04546237407675591,task298
9855,6553,,6375,178,16.212321760960503,e1b6b3880e335bfcd33eba5602959a773b3804596aacaf265349791d531e138a,71,cost-positive,-263,True,9926,6290,,6107,183,16.253283650305512,c7a3a193a8bc103bf1c0cfddb9557c0caebedd3e15b339ef4ab7ef79070c1d67,0.04096188934500944,task092
14008,3052,,2970,82,16.976447607595652,f204226ad34f4318da9c0cac39d3f74954746a952d7f047021e12f19ef8ead25,1762,cost-positive,-113,True,15770,2939,,2843,96,17.014175333581083,2d58fc1f145c0456c8fede98297dcf4013bb713cd4190942c7d4d988f83c52ab,0.03772772598543028,task090
984,622,,531,91,18.56705990726082,b465c22aeeb518bccdc671e130f29bd7063e1ffcf343ebe14e37709d4c6df542,1695,cost-positive,-22,True,2679,600,,0,600,18.603070344783852,453040e2f96779fc030c45a615bae38e0c2f13df7f7a3d52cda728c1805b14a3,0.036010437523032124,task215
4795,1768,,1616,152,17.52239575680241,7e9cf731688593d892fa3e46deb55296b49b4ca156a49e5a1af41549fcb8f91a,-368,cost-positive,-56,True,4427,1712,,1578,134,17.55458244329831,648a05dc71e4afeb50db18c623ef37a1e0954e8398699688dfe1af1bf54fb4cb,0.032186686495901284,task112
745,949,,900,49,18.14459120139007,a92b0a7856fd6bb7a78a37bae87ca34056df87dc129ed8007a23bd6f7def1829,263,cost-positive,-30,True,1008,919,,846,73,18.176713877644314,840edde1a1e14e2cb853eae13837de371045e0083ba3accede3f287b43cffbbe,0.03212267625424303,task194
2416,4525,,4363,162,16.582627143865974,df6907ce1badc9c9a8ec588d7e3e8a12949748e189fb9aaebea616248e61e145,758,cost-positive,-134,True,3174,4391,,4197,194,16.612687729438285,5b4578f938fed72574b9a19044e1b13e828e633ccd3eebe2c0f7c745fa0b76d9,0.030060585572311282,task165
1604,309,,223,86,19.266658723102253,73def2a41945ee64dc024e226bdacbc7852201ef732d15f75c72a61fd1930e42,-37,cost-positive,-8,True,1567,301,,213,88,19.292889735251123,ad75db4b96080dc12973bf4486ce031ff728fb8ccbc2cc86e7fb47100a194942,0.02623101214886958,task111
4594,3417,,3361,56,16.86348174788471,c408c729f0fd1afce50d9256628758e25024fc5f3645f6667e97e94abe936c0d,49,cost-positive,-79,True,4643,3338,,3283,55,16.886872895778218,4060f8d4392a7fdc24a3e0c0ead8f8a23ed2a93b687db9cde3e06493d8233300,0.023391147893509157,task234
4290,1559,,1445,114,17.64820013094222,a31e0eed09af741cd972ab84692733f7bbe45ca633435c58699718df1513a421,-226,cost-positive,-35,True,4064,1524,,1415,109,17.67090626375341,767b47bae6650634e4bc5b6fce76beb1ed1f70757b7f6557908c6e62f4ee49ed,0.022706132811187274,task036
3217,526,,467,59,18.73469878726229,6bc4c53ed08e141552318c1db65f27043010b16704e665b1b1848be81a8a6a94,169,cost-positive,-11,True,3386,515,,449,66,18.755833099336265,7b6104e59854673e7b4624d4ca07c78d578741210cad8ec2d038a57bee2e15cc,0.021134312073975536,task300
494,144,,125,19,20.030186700424,0d7cf65ca49df24ae80432bfa604bea6eb1b6153d6bb8452fc12636c486c4bf6,371,cost-positive,-3,True,865,141,,128,13,20.05124010962183,5ff1986944c5fd88e3a8c10a23aaec36f703c6108fecfc6edbb30cc4299255ec,0.02105340919782961,task393
5596,2187,,996,1191,17.30971397932323,4a71f6bddb62b7b1b6e82d7843123b159c7bc24884fcf48425685d812a2b7ea9,-175,cost-positive,-44,True,5421,2143,,955,1188,17.330038004526422,5f33e5ed09d5a1fe73b0571f1d102d71f0d16b7522be5d0ba270fa9544b0b0df,0.0203240252031911,task398
5666,3576,,3420,156,16.817999863706596,5852aa6aaa9900a9a59f2fa1cfeabbf18f64c8969c26a4ff4560e0a02dad4177,-1745,cost-positive,-69,True,3921,3507,,3315,192,16.83748374985982,263f1c239e1a425034afd8f6c0e473d87f89d21b46fbdd7ce00071f9820883b3,0.019483886153224717,task107
814,211,,180,31,19.648141866523932,454df939c0621578a2dcd658c41a6909950c13edd425233bc68711b54b1d7422,-131,cost-positive,-4,True,683,207,,180,27,19.667281206734632,40cb306c52c4286a24c8f4192ee048509f6eb5f6dc050519a4284afcf589f900,0.01913934021069963,task386
