base_bytes,base_cost,base_error,base_memory,base_params,base_points,base_sha256,byte_delta,classification,cost_delta,point_delta,source_count,source_labels,source_path,source_paths,task,task_number,variant_bytes,variant_cost,variant_error,variant_memory,variant_params,variant_points,variant_sha256
4450,1517,,1233,284,17.67551002065147,9e7a244a425f2a0af80c98f46b42fb23ab6c01fa8338a3b3207105dae836ab3c,276,cost-negative,12,-0.007879226580531196,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task260,260,4726,1529,,1245,284,17.667630794070938,98e2d5962f4465ef7b236728d8b74965946a9a56572ff8838aa2f05fd294f485
2821,5242,,5046,196,16.435541616116648,1b66d98a4557556a49000fd83a160561b7ac3811b70077b16e509c43263aa746,-467,cost-negative,46,-0.008736997648171041,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task029,29,2354,5288,,5212,76,16.426804618468477,afb5f0166ba1ed3bd0bef01baca1605d07943e9a1c3766adc9284ec96d446bd3
3168,884,,834,50,18.215542937362358,f07a98f87b027f98f786cc17244cdfcd4521cccf4a6baa9999cea8d753ab0e69,563,cost-negative,8,-0.0090090699423655,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task259,259,3731,892,,844,48,18.206533867419992,ead29447a4fa3c5e1bf6a699475bc34622d4f75b9823a496f049a2b05b75b532
897,1435,,1410,25,17.73107987180628,33512418b92511a6b25f773978bb696e9999835c06c18279c20f014a54b27eaa,-74,cost-negative,15,-0.01039870722090086,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task303,303,823,1450,,1428,22,17.72068116458538,b555c306a0b4feafda9d1e371fb39c7940546555153c4973f416b6a42541a3a9
10986,3169,,3017,152,16.93882864030908,6300e4cf66d4f143fd3ec1910af621f9e30ddc3ba546cf002b6a9ade9da4c01e,3836,cost-negative,39,-0.012231609295486834,2,"[""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task044,44,14822,3208,,3060,148,16.926597031013593,2fa9663f905581fb769ec0a5e6eaa9c0e235bfaf8b00ee5c582ddc35889e42a7
2108,2097,,2028,69,17.35173696909808,c1bf24949ebe0d01fb8bb09b07790c2879346475169a9ea81e62e41166865dd6,1037,cost-negative,26,-0.012322430801336992,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task250,250,3145,2123,,2052,71,17.339414538296744,63f772b3c9d75f8b353fb7d2cfc6cb7ed8cc5642e7f1e8b78ee3598b1dca26c8
2251,2629,,2573,56,17.12564117527012,78b2a19924bce65caf0a33ec5b44d28f4787bd7267a87597ac972f8c90159273,847,cost-negative,34,-0.012849761084048339,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task071,71,3098,2663,,2607,56,17.11279141418607,a5ef0bd5a5854af84e4242cdd388aded06011325d742359d26990ca35a5cfeea
735,747,,714,33,18.38393481486718,081e43b3de0cafa1c3010eba02f071ba849a0cae9c18e821baeb00043631ee36,106,cost-negative,11,-0.014618200509552537,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task267,267,841,758,,724,34,18.36931661435763,468c597a53bcce31d1460f96e1c03e6f66589982c93e5024c036bd190d2f2478
13231,4520,,3746,774,16.583732727173725,238a970a0ec3c6f4530dc4f8e17a3ea43125b8b8194fa9cf9309b6f0b2e3298d,116,cost-negative,71,-0.015585871422949538,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task280,280,13347,4591,,3826,765,16.568146855750776,1bc3b072372cd5f66f6e5c0a9701e2e34a034d9d2750d7c6306e1a0b1d02c7a4
8516,1234,,299,935,17.881983795534666,a1ee23eb88bec90871e8fa14823825198a3dbc007e07b6a99245725505671234,-3503,cost-negative,21,-0.016874647100550533,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task175,175,5013,1255,,318,937,17.865109148434115,fe7db63dc72861eccfc34b3ebde598caab2df3f5b6007b03a8b7c8b9b44288df
23797,24717,,24466,251,14.8847534550163,3cc9eeb900734780c94fb4c36cf36edb3f27e6e2c15cd6a0e68e60b61adc16b6,-1009,cost-negative,427,-0.0171280334937034,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task054,54,22788,25144,,24954,190,14.867625421522597,63e183aaeff6b5c4daa69c1ce34dd8cb2070bbb2cfb61a7b66ba9b97a05d5b56
683,207,,180,27,19.667281206734632,40cb306c52c4286a24c8f4192ee048509f6eb5f6dc050519a4284afcf589f900,131,cost-negative,4,-0.01913934021069963,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task386,386,814,211,,180,31,19.648141866523932,454df939c0621578a2dcd658c41a6909950c13edd425233bc68711b54b1d7422
3921,3507,,3315,192,16.83748374985982,263f1c239e1a425034afd8f6c0e473d87f89d21b46fbdd7ce00071f9820883b3,1745,cost-negative,69,-0.019483886153224717,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task107,107,5666,3576,,3420,156,16.817999863706596,5852aa6aaa9900a9a59f2fa1cfeabbf18f64c8969c26a4ff4560e0a02dad4177
5421,2143,,955,1188,17.330038004526422,5f33e5ed09d5a1fe73b0571f1d102d71f0d16b7522be5d0ba270fa9544b0b0df,103,cost-negative,44,-0.0203240252031911,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task398,398,5524,2187,,996,1191,17.30971397932323,e5870947ce3392f63acfcb469961b7b8065c8286f45cb7c045189cb011ff7411
3386,515,,449,66,18.755833099336265,7b6104e59854673e7b4624d4ca07c78d578741210cad8ec2d038a57bee2e15cc,-169,cost-negative,11,-0.021134312073975536,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task300,300,3217,526,,467,59,18.73469878726229,6bc4c53ed08e141552318c1db65f27043010b16704e665b1b1848be81a8a6a94
1567,301,,213,88,19.292889735251123,ad75db4b96080dc12973bf4486ce031ff728fb8ccbc2cc86e7fb47100a194942,37,cost-negative,8,-0.02623101214886958,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task111,111,1604,309,,223,86,19.266658723102253,73def2a41945ee64dc024e226bdacbc7852201ef732d15f75c72a61fd1930e42
1874,6510,,6349,161,16.218905264797385,0c2da4395baf21c989749a2b73efc99da709c27b8ad54ea4dec5241a66a848aa,165,cost-negative,184,-0.027872146568657996,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task009,9,2039,6694,,6529,165,16.191033118228727,2418667851ab6ace305a5979282c1008697868a082dfb446722d366d31574008
1008,919,,846,73,18.176713877644314,840edde1a1e14e2cb853eae13837de371045e0083ba3accede3f287b43cffbbe,-263,cost-negative,30,-0.03212267625424303,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task194,194,745,949,,900,49,18.14459120139007,a92b0a7856fd6bb7a78a37bae87ca34056df87dc129ed8007a23bd6f7def1829
4427,1712,,1578,134,17.55458244329831,648a05dc71e4afeb50db18c623ef37a1e0954e8398699688dfe1af1bf54fb4cb,368,cost-negative,56,-0.032186686495901284,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task112,112,4795,1768,,1616,152,17.52239575680241,7e9cf731688593d892fa3e46deb55296b49b4ca156a49e5a1af41549fcb8f91a
3133,4388,,4197,191,16.61337117860488,5849408025ee8cee794dad2cbf9a86806bff44bb02076a6f065a22b6b3db5022,-855,cost-negative,144,-0.03228980075277832,4,"[""jackgong-7347-93-best-public-score/submission.zip"", ""jackgong-7347-93-open-onnx-artifact/submission.zip"", ""nctuan-neurogolf2026-nct/submission.zip"", ""romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip,"[""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-best-public-score/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/jackgong-7347-93-open-onnx-artifact/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/nctuan-neurogolf2026-nct/submission.zip"", ""/Users/giovannidallolio/workspace/kaggle_competitions/competitions/neurogolf-2026/references/public-kernels-2026-07-15-late/romantamrazov-neurogolf-submission-lb-7296-01/submission.zip""]",task165,165,2278,4532,,4370,162,16.5810813778521,c50cc2a83191dcc4253398e105fdb1a93278686f36d1c0ad973780e783faee14
